,rank,name,net_worth (in billion $),age,country / territory,source,industry,"('age', 'net_worth (in billion $)')"
907,905.0,Giuliana Benetton,3.2,85.0,Italy,"Fashion retail, investments",Fashion & Retail,85.0
908,905.0,Michael Hintze,3.2,69.0,Australia,Investment,Finance & Investments,69.0
909,905.0,Lynn Schusterman,3.2,84.0,United States,"Oil & gas, investments",Energy,84.0
910,905.0,Luciano Benetton,3.2,87.0,Italy,"Fashion retail, investments",Fashion & Retail,87.0
911,905.0,Hu Baifan,3.2,60.0,China,Pharmaceuticals,Healthcare,60.0
912,905.0,Isabella Seràgnoli,3.2,77.0,Italy,Packaging,Manufacturing,77.0
913,905.0,David Filo,3.2,56.0,United States,Yahoo,Technology,56.0
914,905.0,Roger Penske,3.2,86.0,United States,Cars,Automotive,86.0
915,905.0,Steve Wynn,3.2,81.0,United States,"Casinos, hotels",Gambling & Casinos,81.0
916,905.0,Charles Ergen,3.2,70.0,United States,Satellite TV,Media & Entertainment,70.0
917,905.0,Geoffrey Palmer,3.2,72.0,United States,Real estate,Real Estate,72.0
918,905.0,Wu Shaoxun,3.2,67.0,China,Wine,Food & Beverage,67.0
919,905.0,Dong Jinggui,3.2,53.0,China,Electric scooters,Automotive,53.0
920,905.0,Aristotelis Mistakidis,3.2,61.0,Greece,"Mining, commodities",Metals & Mining,61.0
921,905.0,Vincent Viola,3.2,67.0,United States,Electronic trading,Finance & Investments,67.0
922,905.0,Gustavo Denegri & family,3.2,86.0,Italy,Biotech,Healthcare,86.0
923,905.0,Sudhir Mehta,3.2,68.0,India,"Pharmaceuticals, power",Healthcare,68.0
924,905.0,Udo Tschira,3.2,53.0,Germany,Software,Technology,53.0
925,905.0,Antonio Del Valle Ruiz & family,3.2,84.0,Mexico,Chemicals,Manufacturing,84.0
926,905.0,Samir Mehta,3.2,59.0,India,"Pharmaceuticals, power",Healthcare,59.0
927,905.0,Harald Tschira,3.2,48.0,Germany,Software,Technology,48.0
928,905.0,Brunello Cucinelli & family,3.2,69.0,Italy,Fashion,Fashion & Retail,69.0
929,905.0,Liang Feng,3.2,54.0,China,Manufacturing,Manufacturing,54.0
930,905.0,Roman Trotsenko,3.2,52.0,Russia,"Transport, engineering, real estate",Logistics,52.0
931,905.0,Chen Kaixuan,3.2,64.0,China,Household chemicals,Manufacturing,64.0
932,905.0,Li Liangbin,3.2,55.0,China,Lithium,Manufacturing,55.0
933,905.0,Pat Stryker,3.2,66.0,United States,Medical equipment,Healthcare,66.0
934,905.0,Ron Burkle,3.2,70.0,United States,"Supermarkets, investments",Finance & Investments,70.0
935,905.0,Lee Boo-jin,3.2,52.0,South Korea,Samsung,Technology,52.0
936,905.0,Warren Stephens,3.2,66.0,United States,Investment banking,Finance & Investments,66.0
937,905.0,Arun Bharat Ram,3.2,82.0,India,Chemicals,Manufacturing,82.0
938,905.0,Hamilton James & family,3.2,71.0,United States,Investments,Finance & Investments,71.0
939,905.0,Shen Guojun,3.2,60.0,China,Retail,Fashion & Retail,60.0
940,905.0,Sergei Galitsky,3.2,55.0,Russia,Retail,Fashion & Retail,55.0
941,905.0,David Rubenstein,3.2,73.0,United States,Private equity,Finance & Investments,73.0
942,905.0,Zhou Bajin,3.2,87.0,China,Auto parts,Manufacturing,87.0
943,905.0,Lindsay Fox,3.2,85.0,Australia,"Logistics, real estate",Logistics,85.0
944,905.0,Ravi Pillai,3.2,69.0,India,Construction,Construction & Engineering,69.0
945,905.0,Jon Yarbrough,3.2,65.0,United States,Video games,Gambling & Casinos,65.0
946,905.0,Senapathy Gopalakrishnan,3.2,67.0,India,Software services,Technology,67.0
947,905.0,Hilton Schlosberg,3.2,70.0,United Kingdom,Energy drinks,Food & Beverage,70.0
948,949.0,John Coates,3.1,53.0,United Kingdom,Online gambling,Gambling & Casinos,53.0
949,949.0,Yin Yee Lee,3.1,71.0,China,Glass,Manufacturing,71.0
950,949.0,Frank VanderSloot,3.1,74.0,United States,"Nutrition, wellness products",Fashion & Retail,74.0
951,949.0,Ryan Cohen,3.1,37.0,Canada,Investments,Finance & Investments,37.0
952,949.0,Vladimir Litvinenko & family,3.1,67.0,Russia,Chemical industry,Manufacturing,67.0
953,949.0,Yoo Jung-hyun,3.1,53.0,South Korea,Online games,Media & Entertainment,53.0
954,949.0,Deng Wen,3.1,55.0,China,Flavorings,Food & Beverage,55.0
955,949.0,Daniel Mate,3.1,59.0,Spain,"Mining, commodities",Metals & Mining,59.0
956,949.0,Miguel Krigsner,3.1,73.0,Brazil,Cosmetics,Fashion & Retail,73.0
957,949.0,Renzo Rosso & family,3.1,67.0,Italy,Fashion,Fashion & Retail,67.0
958,949.0,Bertil Hult,3.1,82.0,Sweden,Education,Service,82.0
959,949.0,Theodore Rachmat,3.1,79.0,Indonesia,Diversified,Diversified,79.0
960,949.0,Reed Hastings,3.1,62.0,United States,Netflix,Technology,62.0
961,949.0,Penny Pritzker,3.1,63.0,United States,"Hotels, investments",Finance & Investments,63.0
962,949.0,Jeff T. Green,3.1,46.0,United States,Digital advertising,Media & Entertainment,46.0
963,949.0,Sergei Popov,3.1,51.0,Russia,Banking,Finance & Investments,51.0
964,949.0,Sergei Gordeev,3.1,50.0,Russia,Real estate,Real Estate,50.0
965,949.0,Katharina Otto-Bernstein,3.1,59.0,Germany,Real estate,Real Estate,59.0
966,949.0,Charles Edelstenne,3.1,85.0,France,Aviation,Manufacturing,85.0
967,949.0,Or Wai Sheun,3.1,71.0,Hong Kong,Real estate,Real Estate,71.0
968,949.0,Martin Ebner,3.1,77.0,Switzerland,Investments,Finance & Investments,77.0
969,949.0,Jonathan Nelson,3.1,66.0,United States,Private equity,Finance & Investments,66.0
970,949.0,Kuldip Singh Dhingra,3.1,75.0,India,Paints,Manufacturing,75.0
971,949.0,Farhad Moshiri,3.1,67.0,United Kingdom,Diversified,Diversified,67.0
972,949.0,Gurbachan Singh Dhingra,3.1,72.0,India,Paints,Manufacturing,72.0
973,949.0,Ravi Modi,3.1,46.0,India,Readymade garments,Fashion & Retail,46.0
974,949.0,Aerin Lauder,3.1,52.0,United States,Estee Lauder,Fashion & Retail,52.0
975,949.0,Rita Tong Liu,3.1,74.0,Hong Kong,Real estate,Real Estate,74.0
976,949.0,Kuok Khoon Hong,3.1,73.0,Singapore,Palm oil,Manufacturing,73.0
977,949.0,Friede Springer,3.1,80.0,Germany,Publishing,Media & Entertainment,80.0
978,949.0,Cho Tak Wong,3.1,76.0,Hong Kong,Auto parts,Manufacturing,76.0
979,949.0,Sheldon Lavin,3.1,90.0,United States,Meat processing,Food & Beverage,90.0
980,949.0,Timur Turlov,3.1,35.0,Kazakhstan,Stock brokerage,Finance & Investments,35.0
981,982.0,Catheline Perier D'Ieteren,3.0,78.0,Belgium,"Auto parts, distribution",Automotive,78.0
982,982.0,Carlos Hank Rhon,3.0,75.0,Mexico,Banking,Diversified,75.0
983,982.0,"Edward DeBartolo, Jr.",3.0,76.0,United States,Shopping centers,Real Estate,76.0
984,982.0,Susan Carol Holland,3.0,66.0,Italy,Hearing aids,Manufacturing,66.0
985,982.0,Robert Sands,3.0,64.0,United States,Liquor,Food & Beverage,64.0
986,982.0,Abdulla bin Ahmad Al Ghurair & family,3.0,65.0,United Arab Emirates,Diversified,Diversified,65.0
987,982.0,Stephen Deckoff,3.0,57.0,United States,Private equity,Finance & Investments,57.0
988,982.0,Hui Ka Yan,3.0,64.0,China,Real estate,Real Estate,64.0
989,982.0,Erik Selin,3.0,55.0,Sweden,Real estate,Real Estate,55.0
990,982.0,Todd Christopher,3.0,60.0,United States,Hair care products,Fashion & Retail,60.0
991,982.0,John Paulson,3.0,67.0,United States,Hedge funds,Finance & Investments,67.0
992,982.0,Zhu Gongshan & family,3.0,65.0,China,Solar panel materials,Manufacturing,65.0
993,982.0,Chan Tan Ching-fen,3.0,65.0,Hong Kong,Real estate,Real Estate,65.0
994,982.0,Maja Oeri,3.0,68.0,Switzerland,Pharmaceuticals,Healthcare,68.0
995,982.0,Lei Zhang,3.0,50.0,China,Investments,Finance & Investments,50.0
996,982.0,Jean-Pierre Cayard,3.0,80.0,France,Spirits,Food & Beverage,80.0
997,982.0,Gilles Martin,3.0,59.0,France,Laboratory services,Healthcare,59.0
998,982.0,Ye Xiaoping,3.0,60.0,China,Pharmaceuticals,Healthcare,60.0
999,982.0,Cai Dongchen,3.0,70.0,China,Pharmaceuticals,Healthcare,70.0
1000,982.0,Harsh Mariwala,3.0,71.0,India,Consumer goods,Food & Beverage,71.0
1001,982.0,Gang Ye,3.0,42.0,Singapore,Gaming,Media & Entertainment,42.0
1002,982.0,Eva Maria Bucher-Haefner,3.0,66.0,Switzerland,"Software, investments",Technology,66.0
1003,982.0,Lin Xiucheng & family,3.0,67.0,China,Electronics,Technology,67.0
1004,982.0,Sunny Varkey,3.0,65.0,India,Education,Service,65.0
1005,982.0,Norman Braman,3.0,90.0,United States,"Art, car dealerships",Automotive,90.0
1006,982.0,Lin Ming-hsiung,3.0,73.0,Taiwan,Supermarkets,Fashion & Retail,73.0
1007,982.0,Sukanto Tanoto,3.0,73.0,Indonesia,Diversified,Diversified,73.0
1008,982.0,George Bishop,3.0,85.0,United States,Oil & gas,Energy,85.0
1009,982.0,Sam Goi,3.0,76.0,Singapore,Frozen foods,Food & Beverage,76.0
1010,982.0,Egor Kulkov,3.0,51.0,Russia,Pharmaceuticals,Healthcare,51.0
1011,982.0,Guangxin Sun,3.0,60.0,China,Diversified,Diversified,60.0
1012,982.0,Nicolas Berggruen,3.0,61.0,United States,"Real estate, investments",Real Estate,61.0
1013,982.0,"Ernest Garcia, II.",3.0,65.0,United States,Used cars,Automotive,65.0
1014,982.0,Friedrich Knapp,3.0,71.0,Germany,Fashion retail,Fashion & Retail,71.0
1015,982.0,Martua Sitorus,3.0,63.0,Indonesia,Palm oil,Manufacturing,63.0
1016,982.0,Semahat Sevim Arsel,3.0,94.0,Turkey,Diversified,Diversified,94.0
1017,982.0,Feng Hailiang,3.0,62.0,China,"Copper, education",Metals & Mining,62.0
1018,982.0,Vivek Jain,3.0,67.0,India,Chemicals,Manufacturing,67.0
1019,982.0,Yonghong Shi & family,3.0,54.0,China,Restaurants,Food & Beverage,54.0
1020,982.0,"William Conway, Jr.",3.0,73.0,United States,Private equity,Finance & Investments,73.0
1021,982.0,Guanghe Qiu & family,3.0,71.0,China,Fashion retail,Fashion & Retail,71.0
1022,982.0,Mang Yee Chu & family,3.0,63.0,China,Real estate,Real Estate,63.0
1023,982.0,Ajay Piramal,3.0,67.0,India,Pharmaceuticals,Healthcare,67.0
1024,982.0,Jean Coutu & family,3.0,95.0,Canada,Drugstores,Fashion & Retail,95.0
1025,982.0,Stephen Rubin,3.0,86.0,United Kingdom,Sports apparel,Fashion & Retail,86.0
1026,1027.0,"Roy Carroll, II.",2.9,60.0,United States,Real estate,Real Estate,60.0
1027,1027.0,Li Jianquan & family,2.9,66.0,Hong Kong,Consumer products,Healthcare,66.0
1028,1027.0,Rodney Sacks,2.9,73.0,United States,Energy drinks,Food & Beverage,73.0
1029,1027.0,John Caudwell,2.9,70.0,United Kingdom,Mobile phones,Telecom,70.0
1030,1027.0,Li Li,2.9,57.0,China,Healthcare,Healthcare,57.0
1031,1027.0,Karthik Sarma,2.9,48.0,India,Hedge fund,Finance & Investments,48.0
1032,1027.0,James Clark,2.9,79.0,United States,"Netscape, investments",Technology,79.0
1033,1027.0,Li Xiaohua & family,2.9,61.0,China,Packaging,Manufacturing,61.0
1034,1027.0,Sybill Storz,2.9,85.0,Germany,Medical devices,Healthcare,85.0
1035,1027.0,Donald Horton & family,2.9,73.0,United States,Homebuilding,Real Estate,73.0
1036,1027.0,Sebastian Piñera & family,2.9,73.0,Chile,Investments,Finance & Investments,73.0
1037,1027.0,Gudrun Heine,2.9,68.0,Germany,Medical devices,Healthcare,68.0
1038,1027.0,Gregorio Perez Companc & family,2.9,87.0,Argentina,Oil & gas,Energy,87.0
1039,1027.0,Otto Happel,2.9,75.0,Germany,Engineering,Construction & Engineering,75.0
1040,1027.0,Vikas Oberoi,2.9,52.0,India,Real estate,Real Estate,52.0
1041,1027.0,Gu Yuhua & family,2.9,73.0,China,Furniture,Manufacturing,73.0
1042,1027.0,God Nisanov,2.9,50.0,Russia,Real estate,Real Estate,50.0
1043,1027.0,Kenneth Feld & family,2.9,74.0,United States,Live entertainment,Media & Entertainment,74.0
1044,1027.0,Georg Nemetschek & family,2.9,89.0,Germany,Software,Technology,89.0
1045,1027.0,Michael Federmann & family,2.9,79.0,Israel,"Defense, hotels",Technology,79.0
1046,1027.0,Erwin Franz Mueller,2.9,90.0,Germany,Drugstores,Fashion & Retail,90.0
1047,1027.0,Zhou Jianping,2.9,62.0,China,Fashion retail,Fashion & Retail,62.0
1048,1027.0,Bernard Ecclestone & family,2.9,92.0,United Kingdom,Formula One,Sports,92.0
1049,1027.0,Ronald McAulay,2.9,87.0,Hong Kong,Energy,Energy,87.0
1050,1027.0,Zhang Wenzhong,2.9,61.0,China,Supermarkets,Fashion & Retail,61.0
1051,1027.0,John Paul DeJoria,2.9,78.0,United States,"Hair products, tequila",Fashion & Retail,78.0
1052,1027.0,Martin Lorentzon,2.9,54.0,Sweden,Spotify,Technology,54.0
1053,1027.0,"William Wrigley, Jr.",2.9,59.0,United States,Chewing gum,Food & Beverage,59.0
1054,1027.0,Jacques D'Amours,2.9,66.0,Canada,Convenience stores,Fashion & Retail,66.0
1055,1027.0,Liu Xiaodong,2.9,55.0,China,Flavorings,Manufacturing,55.0
1056,1027.0,Daniel Sundheim,2.9,46.0,United States,Hedge funds,Finance & Investments,46.0
1057,1027.0,Alberto Bombassei,2.9,82.0,Italy,Automotive brakes,Automotive,82.0
1058,1027.0,Ipek Kirac,2.9,38.0,Turkey,Diversified,Diversified,38.0
1059,1027.0,Alexey Repik,2.9,43.0,Russia,Pharmaceuticals,Healthcare,43.0
1060,1027.0,Isak Andic & family,2.9,69.0,Spain,Fashion retail,Fashion & Retail,69.0
1061,1027.0,Zarakh Iliev,2.9,56.0,Russia,Real estate,Real Estate,56.0
1062,1027.0,Arvind Poddar,2.9,65.0,India,Tires,Automotive,65.0
1063,1027.0,Cao Longxiang & family,2.9,65.0,China,Pharmaceuticals,Healthcare,65.0
1064,1027.0,Lee Seo-hyun,2.9,49.0,South Korea,Samsung,Technology,49.0
1065,1027.0,Haim Saban,2.9,78.0,United States,"TV network, investments",Media & Entertainment,78.0
1066,1067.0,Du Jiangtao & family,2.8,53.0,China,Chemicals,Manufacturing,53.0
1067,1067.0,Benjamin Otto,2.8,65.0,Germany,Retail,Fashion & Retail,65.0
1068,1067.0,Lorenzo Fertitta,2.8,54.0,United States,"Casinos, mixed martial arts",Sports,54.0
1069,1067.0,Maren Otto,2.8,65.0,Germany,"Retail, real estate",Diversified,65.0
1070,1067.0,Sebastian Glaser,2.8,65.0,Germany,Sensor technology,Technology,65.0
1071,1067.0,Ranjan Pai,2.8,50.0,India,Education,Service,50.0
1072,1067.0,Choo Chong Ngen,2.8,69.0,Singapore,Hotels,Real Estate,69.0
1073,1067.0,Akira Mori & family,2.8,86.0,Japan,Real estate,Real Estate,86.0
1074,1067.0,Wong Luen Hei,2.8,61.0,China,Building materials,Manufacturing,61.0
1075,1067.0,Chen Lip Keong,2.8,75.0,Malaysia,"Casinos, property, energy",Gambling & Casinos,75.0
1076,1067.0,Taha Mikati,2.8,78.0,Lebanon,Telecom,Telecom,78.0
1077,1067.0,Meg Whitman,2.8,66.0,United States,EBay,Technology,66.0
1078,1067.0,Garrett Camp,2.8,44.0,Canada,Uber,Technology,44.0
1079,1067.0,Najib Mikati,2.8,67.0,Lebanon,Telecom,Telecom,67.0
1080,1067.0,Tung Chee Hwa,2.8,85.0,Hong Kong,Shipping,Logistics,85.0
1081,1067.0,Kang An,2.8,74.0,China,Pharmaceuticals,Healthcare,74.0
1082,1067.0,"Drayton McLane, Jr.",2.8,86.0,United States,"Walmart, logistics",Fashion & Retail,86.0
1083,1067.0,Tseng Cheng,2.8,61.0,Taiwan,Petrochemicals,Manufacturing,61.0
1084,1067.0,Joy Alukkas,2.8,66.0,India,Jewelry,Fashion & Retail,66.0
1085,1067.0,Dmitry Mazepin,2.8,54.0,Russia,Chemicals,Manufacturing,54.0
1086,1067.0,Sun Shoukuan,2.8,73.0,China,"Metals, coal",Manufacturing,73.0
1087,1067.0,Li Weiguo,2.8,58.0,China,Construction materials,Manufacturing,58.0
1088,1067.0,Su Hua,2.8,41.0,China,Video streaming,Media & Entertainment,41.0
1089,1067.0,Lee Yeow Chor,2.8,56.0,Malaysia,"Palm oil, property",Real Estate,56.0
1090,1067.0,Stewart Rahr,2.8,77.0,United States,Drug distribution,Healthcare,77.0
1091,1067.0,Jamshyd Godrej,2.8,74.0,India,Diversified,Diversified,74.0
1092,1067.0,Sean Parker,2.8,43.0,United States,Facebook,Technology,43.0
1093,1067.0,Adi Godrej,2.8,81.0,India,Consumer goods,Diversified,81.0
1094,1067.0,Madhukar Parekh,2.8,76.0,India,Adhesives,Manufacturing,76.0
1095,1067.0,Smita Crishna-Godrej,2.8,72.0,India,Consumer goods,Diversified,72.0
1096,1067.0,Philip Niarchos,2.8,69.0,Greece,Art collection,Diversified,69.0
1097,1067.0,Zhu Xingming,2.8,56.0,China,Electrical equipment,Manufacturing,56.0
1098,1067.0,Euisun Chung,2.8,52.0,South Korea,Hyundai,Automotive,52.0
1099,1067.0,Rishad Naoroji,2.8,71.0,India,Consumer goods,Diversified,71.0
1100,1067.0,Chenghai Ye & family,2.8,79.0,Hong Kong,Pharmaceuticals,Healthcare,79.0
1101,1067.0,Eleanor Butt Crook & family,2.8,90.0,United States,Supermarkets,Fashion & Retail,90.0
1102,1067.0,Nandan Nilekani,2.8,67.0,India,Software services,Technology,67.0
1103,1104.0,Juan Abello,2.7,81.0,Spain,Investments,Finance & Investments,81.0
1104,1104.0,Bruce Flatt,2.7,57.0,Canada,Money management,Finance & Investments,57.0
1105,1104.0,Maritsa Lazari & family,2.7,78.0,United Kingdom,Real estate,Real Estate,78.0
1106,1104.0,Wayne Rothbaum,2.7,55.0,United States,Biotech investing,Healthcare,55.0
1107,1104.0,Suhail Bahwan,2.7,84.0,Oman,Diversified,Diversified,84.0
1108,1104.0,Miguel Fluxa Rossello,2.7,84.0,Spain,Hotels,Service,84.0
1109,1104.0,Angela Leong,2.7,62.0,Hong Kong,Casinos,Real Estate,62.0
1110,1104.0,Jeff Rothschild,2.7,68.0,United States,Facebook,Technology,68.0
1111,1104.0,Madhur Bajaj,2.7,70.0,India,Diversified,Diversified,70.0
1112,1104.0,Robert Friedland,2.7,72.0,United States,Mining,Metals & Mining,72.0
1113,1104.0,Li Zhongchu,2.7,59.0,China,Software,Technology,59.0
1114,1104.0,Raj Sardana,2.7,63.0,United States,Technology services,Technology,63.0
1115,1104.0,Glenn Dubin,2.7,65.0,United States,Hedge funds,Finance & Investments,65.0
1116,1104.0,Geoffrey Kwok,2.7,37.0,Hong Kong,Real estate,Real Estate,37.0
1117,1104.0,Karsanbhai Patel,2.7,79.0,India,Consumer goods,Diversified,79.0
1118,1104.0,Wong Man Li,2.7,58.0,Hong Kong,Furniture,Manufacturing,58.0
1119,1104.0,Jack Cowin,2.7,80.0,Australia,Fast food,Food & Beverage,80.0
1120,1104.0,Yuri Kovalchuk & family,2.7,71.0,Russia,"Banking, insurance, media",Finance & Investments,71.0
1121,1104.0,Pan Dong,2.7,58.0,Canada,Consumer goods,Fashion & Retail,58.0
1122,1104.0,Gustav Magnar Witzoe,2.7,29.0,Norway,Fish farming,Food & Beverage,29.0
1123,1104.0,Andrei Bokarev,2.7,56.0,Russia,"Metals, mining",Manufacturing,56.0
1124,1104.0,Mustafa Rahmi Koc,2.7,92.0,Turkey,Diversified,Diversified,92.0
1125,1104.0,Yuji Otsuka,2.7,69.0,Japan,"Copy machines, software",Technology,69.0
1126,1104.0,Bulat Utemuratov,2.7,65.0,Kazakhstan,"Mining, banking, hotels",Metals & Mining,65.0
1127,1104.0,Henri Beaufour,2.7,57.0,France,Pharmaceuticals,Healthcare,57.0
1128,1104.0,Kei Hoi Pang,2.7,57.0,China,Real estate,Real Estate,57.0
1129,1104.0,Dan Olsson,2.7,76.0,Sweden,Diversified,Diversified,76.0
1130,1104.0,Thomas Tull,2.7,52.0,United States,"Movies, investments",Media & Entertainment,52.0
1131,1104.0,Anne Beaufour,2.7,59.0,France,Pharmaceuticals,Healthcare,59.0
1132,1104.0,Samvel Karapetyan,2.7,57.0,Russia,Real estate,Construction & Engineering,57.0
1133,1104.0,Timm Oberwelland,2.7,65.0,Germany,Candy,Food & Beverage,65.0
1134,1104.0,Glen Taylor,2.7,81.0,United States,Printing,Service,81.0
1135,1104.0,Ulrike Baro,2.7,65.0,Germany,Biopharmaceuticals,Healthcare,65.0
1136,1104.0,Nithin Kamath,2.7,43.0,India,Financial services,Finance & Investments,43.0
1137,1104.0,Denis O'Brien,2.7,64.0,Ireland,Telecom,Telecom,64.0
1138,1104.0,Evan Spiegel,2.7,32.0,United States,Snapchat,Technology,32.0
1139,1104.0,Harindarpal Banga,2.7,72.0,India,Commodities,Finance & Investments,72.0
1140,1104.0,Maggie Hardy Knox,2.7,57.0,United States,Building materials,Service,57.0
1141,1104.0,Patrice Motsepe,2.7,61.0,South Africa,Mining,Metals & Mining,61.0
1142,1104.0,Alexander Skorobogatko,2.7,55.0,Russia,"Real estate, airport",Logistics,55.0
1143,1104.0,Shekhar Bajaj,2.7,74.0,India,Diversified,Diversified,74.0
1144,1104.0,Nadir Godrej,2.7,72.0,India,Consumer goods,Diversified,72.0
1145,1104.0,Vincent McMahon,2.7,77.0,United States,Entertainment,Sports,77.0
1146,1104.0,Salil Singhal,2.7,75.0,India,Agrochemicals,Manufacturing,75.0
1147,1104.0,Niraj Bajaj,2.7,68.0,India,Diversified,Diversified,68.0
1148,1104.0,Alexander Frolov,2.7,58.0,Russia,"Mining, steel",Metals & Mining,58.0
1149,1104.0,Liang Yunchao,2.7,54.0,China,Nutritional supplements,Food & Beverage,54.0
1150,1104.0,Christiane Schoeller,2.7,65.0,Germany,Publishing,Media & Entertainment,65.0
1151,1104.0,"Frank Fertitta, III.",2.7,61.0,United States,"Casinos, mixed martial arts",Sports,61.0
1152,1104.0,Hans Langer,2.7,71.0,Germany,3D printing,Manufacturing,71.0
1153,1104.0,Gianfelice Rocca,2.7,75.0,Italy,Pipe Manufacturing,Metals & Mining,75.0
1154,1104.0,Zhu Yi,2.7,59.0,China,Pharmaceuticals,Healthcare,59.0
1155,1104.0,N. Murray Edwards,2.7,63.0,Canada,Oil & gas,Energy,63.0
1156,1104.0,Jonathan Kwok,2.7,31.0,Hong Kong,Real Estate,Real Estate,31.0
1157,1104.0,Richard Peery,2.7,84.0,United States,Real estate,Real Estate,84.0
1158,1104.0,Guangming Wu,2.7,61.0,China,Medical equipment,Healthcare,61.0
1159,1104.0,Jose Joao Abdalla Filho,2.7,77.0,Brazil,Investments,Finance & Investments,77.0
